ID en AIS;Buzón de correo;Tipo de Incidente;Categoria;Cola;Origen;Jerarquía de categoría;Incidentes;Recibido;Enviado;Dias Respuesta;Cuenta asignada;Fecha de escalada;Fecha de cierre;Estado;Modo de Contacto;ID de producto;Grupo;Provincia;Localidad;Póliza;Motivo Cierre Definitivo;Productor;Cliensec;ID_CuentaCreacion
3212803;;Consulta;Facturación;Emisión Masivos;Editor de objetos personalizados;Facturación;170526-000086;26/05/17;;;;;'2017-05-26 09:25:55';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;BUENOS AIRES;BURZACO;HOM1-00-273762/3762-08-093455;;P1-0413 - QBE SEGUROS LA BUENO S AIRES;3212803;7868943
1395922;;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170526-000084;26/05/17;;;;;'2017-05-26 09:25:56';Atendido;Llamada entrante;AUT1 - AUTOMOTORES;;BUENOS AIRES;SAN ANTONIO DE PADUA;AUT1-01-033317/0000-00-000000;;PR-5213 - AON RISK SERVICES AR GENTINA S.A.;1395922;7866748
1039290;;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170526-000085;26/05/17;;;;;'2017-05-26 09:26:10';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-01-995407;;PR-7907 - QBE SEGUROS LA BUENO S AIRES;1039290;7866741
1973743;;Consulta;Certificado Mercosur/tarjeta de circulación;Mailing;Editor de objetos personalizados;Documentación;170526-000079;26/05/17;26/05/17;0.000000;;;'2017-05-26 09:26:40';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;BERISSO;AUS1-00-000001/0000-02-025708;;PR-8161 - HSBC BANK ARGENTINA S.A.;1973743;7866740
3588168;;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170526-000080;26/05/17;;;;;'2017-05-26 09:27:52';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;MONTE GRANDE;AUS1-00-000001/0000-02-037476;;PR-7907 - QBE SEGUROS LA BUENO S AIRES;3588168;7854343
101987306;;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170526-000088;26/05/17;;;;;'2017-05-26 09:28:18';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;BUENOS AIRES;VILLA BALLESTER;HOM1-00-218131/0000-00-144336;;PR-6382 - QBE SEGUROS LA BUENO S AIRES;101987306;7854352
5667464;;Pedido;Modificación de canal de cobro por única vez;Telecobranzas;Editor de objetos personalizados;Telecobranzas;170523-001265;23/05/17;;;;;'2017-05-26 09:28:26';No Procedente;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;BANFIELD;AUS1-00-000001/0000-01-997274;;P1-0065 - QBE SEGUROS LA BUENO S AIRES;5667464;7866991
5948637;;Consulta;Venta;Emisión Masivos;Editor de objetos personalizados;Bajas;170526-000092;26/05/17;;;;;'2017-05-26 09:28:56';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;MISIONES;POSADAS;AUS1-00-000001/0000-01-989800;;PR-8161 - HSBC BANK ARGENTINA SA ;5948637;7868943
103955979;;Pedido;Reintegro - Automático;Telecobranzas;Editor de objetos personalizados;Facturación;170502-001410;02/05/17;;;Lucila Fole;'2017-05-17 15:46:19';;Derivado para gestionar;Llamada entrante;AUS1 - AUTOMOTORES;Telecobranzas;BUENOS AIRES;LLAVALLOL;AUS1-00-000001/0000-02-008524;;PR-8161 - HSBC BANK ARGENTINA S.A.;103955979;7866801
2199117;;Pedido;Cupón de pago;Telecobranzas;Editor de objetos personalizados;Documentación;170524-000118;24/05/17;;;;;'2017-05-26 09:29:10';Resuelto;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;MENDOZA;VILLA NUEVA DE GUAYM;HOM1-00-273762/3762-08-085803;;P1-0413 - QBE SEGUROS LA BUENO S AIRES;2199117;7866795
103643430;;Consulta;No califica;Emisión Masivos;Editor de objetos personalizados;Bajas;170526-000090;26/05/17;;;;;'2017-05-26 09:30:08';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-045435;;P1-0082 - QBE SEGUROS LA BUENO S AIRES;103643430;7886716
104064750;;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170526-000096;26/05/17;;;;;'2017-05-26 09:30:48';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;SAN ANTONIO DE PADUA;AUS1-00-000001/0000-02-026822;;PR-9742 - FRASCHINA  DERLIS MARIA;104064750;7866741
102612190;;Pedido;Daños materiales Casa Central;Daños Materiales Autos;Editor de objetos personalizados;Siniestros;170516-000042;16/05/17;;;Carla Parisi;'2017-05-26 09:31:30';;Pendiente;Llamada entrante;AUT1 - AUTOMOTORES;Daños Materiales Autos;CAPITAL FEDERAL;CIUDAD AUTONOMA BUEN;AUT1-00-975686/0000-00-000000;;P1-0058 - HSBC BANK ARGENTINA S.A.;102612190;7379825
4013781;;Reclamo;Riesgos Varios Cordoba;Oficina Cordoba;Editor de objetos personalizados;Siniestros;170523-000060;23/05/17;;;;'2017-05-26 09:31:31';;Ingresado;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;CORDOBA;CORDOBA;HOM1-00-248484/8484-05-294042;;PR-7916 - HSBC BANK ARGENTINA S.A.;4013781;7379825
5934445;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170526-000101;26/05/17;;;;;'2017-05-26 09:33:01';Atendido;Llamada entrante;PRI1 - PROTECCION INTEGRAL GENERAL;;BUENOS AIRES;AYACUCHO;PRI1-00-080787/0787-16-003576;;PR-7916 - HSBC BANK ARGENTINA S.A.;5934445;7868943
712303;;Pedido;Excepción comercial vigente;Inspecciones Autos;Editor de objetos personalizados;Excepción;170524-001108;24/05/17;;;;;;Derivado;Telemarketing;AUS1 - AUTOMOTORES;;BUENOS AIRES;MAR DEL PLATA;AUS1-00-000001/0000-02-047976;;PR-5391 - SENNO  ANTONIO CEFERINO;712303;7876159
101904753;;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170526-000102;26/05/17;;;;;'2017-05-26 09:34:31';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;BUENOS AIRES;BAHIA BLANCA;HOM1-00-246216/6216-03-027516;;PR-7907 - QBE SEGUROS LA BUENO S AIRES;101904753;7866748
5986878;;Pedido;Excepción Comercial propuesta;Inspecciones Autos;Editor de objetos personalizados;Excepción;170524-001307;24/05/17;;;;;;Derivado;Telemarketing;AUS1 - AUTOMOTORES;;BUENOS AIRES;MAR DEL PLATA;AUS1-00-000001/9000-2019-932107;;PR-5391 - SENNO  ANTONIO CEFERINO;5986878;7876146
5933263;;Consulta;Denuncia daños materiales;Daños Materiales Autos;Editor de objetos personalizados;Siniestros;170526-000104;26/05/17;;;;;'2017-05-26 09:35:13';Atendido;Llamada entrante;APL1 - AUTOMOTORES PLANES;;CORDOBA;VILLA CARLOS PAZ;APL1-00-006880/6880-16-000740;;P1-0258 - PCA ASESORES DE SEGU ROS S.A.;5933263;7866744
102588442;;Pedido;Lesiones;Juicios / mediaciones daños;Editor de objetos personalizados;Siniestros;170524-001205;24/05/17;;;;;'2017-05-26 09:35:45';Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;OLIVOS;AUS1-00-000001/0000-01-931569;;PR-8161 - HSBC BANK ARGENTINA S.A.;102588442;7868952
4837617;;Consulta;Cotización TLMK;Telemarketing;Editor de objetos personalizados;Otros;170526-000109;26/05/17;;;;;'2017-05-26 09:35:54';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-017465;;PR-8104 - HSBC BANK ARGENTINA SA ;4837617;7868943
5945164;;Consulta;Contacto del tercero;Fleet Services;Editor de objetos personalizados;Siniestros;170526-000106;26/05/17;;;;;'2017-05-26 09:36:08';Atendido;Llamada entrante;APR1 - AUTOMOTORES;;JUJUY;SAN SALVADOR DE JUJUY;APR1-00-006873/6873-15-005814;;PR-7933 - HSBC BANK ARGENTINA S.A.;5945164;7379825
4106294;;Consulta;Suscripción Web Services;Cac;Editor de objetos personalizados;Documentación;170526-000108;26/05/17;;;;;'2017-05-26 09:37:00';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;EZPELETA;AUS1-00-000001/0000-01-941640;;PR-8161 - HSBC BANK ARGENTINA S.A.;4106294;7854342
679463;;Pedido;Propuesta incompleta;Telemarketing;Editor de objetos personalizados;Propuestas;170515-001144;15/05/17;;;Maria Ziccardi;;;Derivado;Telemarketing;HOM1 - SEGURO DEL HOGAR;Telemarketing;BUENOS AIRES;MARTINEZ;HOM1-00-273762/9000-2019-916371;;P1-0413 - QBE SEGUROS LA BUENO S AIRES;679463;2572910
101862292;;Consulta;Contacto del tercero;Fleet Services;Editor de objetos personalizados;Siniestros;170526-000103;26/05/17;;;;;'2017-05-26 09:37:55';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;SAN MIGUEL;AUS1-00-000001/0000-02-024372;;PR-8161 - HSBC BANK ARGENTINA SA ;101862292;7866740
5065039;;Consulta;Suscripción Web Services;Cac;Editor de objetos personalizados;Documentación;170526-000113;26/05/17;;;;;'2017-05-26 09:38:18';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;BUENOS AIRES;VILLA BALLESTER;HOM1-00-273762/3762-08-079973;;P1-0413 - QBE SEGUROS LA BUENO S AIRES;5065039;7854281
4106294;;Consulta;Retención sin beneficio;Cac;Editor de objetos personalizados;Bonificación;170526-000112;26/05/17;;;;;'2017-05-26 09:38:31';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;EZPELETA;AUS1-00-000001/0000-01-941640;;PR-8161 - HSBC BANK ARGENTINA S.A.;4106294;7854342
5065039;;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170526-000114;26/05/17;;;;;'2017-05-26 09:38:41';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;BUENOS AIRES;VILLA BALLESTER;HOM1-00-273762/3762-08-079973;;P1-0413 - QBE SEGUROS LA BUENO S AIRES;5065039;7854281
1975885;;Consulta;Venta;Emisión Masivos;Editor de objetos personalizados;Bajas;170526-000116;26/05/17;;;;;'2017-05-26 09:41:00';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;"ALMIRANTE BROWN ;EST";AUS1-00-000001/0000-02-037156;;P1-0394 - AON RISK SERVICES AR GENTINA S.A.;1975885;7866744
5709340;;Consulta;Facturación;Emisión Masivos;Editor de objetos personalizados;Facturación;170526-000110;26/05/17;26/05/17;0.000000;;;'2017-05-26 09:41:22';Atendido;Llamada Saliente;HOM1 - SEGURO DEL HOGAR;;CAPITAL FEDERAL;CAPITAL FEDERAL;HOM1-00-248484/8484-05-286706;;PR-7916 - HSBC BANK ARGENTINA S.A.;5709340;7866795
102613161;;Pedido;Venta;Emisión Masivos;Editor de objetos personalizados;Bajas;170526-000120;26/05/17;;;;;;Derivado;Canal productor;AUS1 - AUTOMOTORES;;CORDOBA;CORDOBA;AUS1-00-000001/0000-01-932718;;PR-5659 - TALESNIK  ENRIQUE MARCELO;102613161;7870501
102581130;;Consulta;Venta;Emisión Masivos;Editor de objetos personalizados;Bajas;170526-000115;26/05/17;;;;;'2017-05-26 09:42:04';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-039232;;P1-0394 - AON RISK SERVICES AR GENTINA S.A.;102581130;7379825
5828784;;Consulta;Facturación;Emisión Masivos;Editor de objetos personalizados;Facturación;170526-000122;26/05/17;;;;;'2017-05-26 09:42:06';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;CORDOBA;BARRIO PUYRREDON ( CORDOBA);HOM1-00-218131/0000-00-144549;;PR-6382 - QBE SEGUROS LA BUENO S AIRES;5828784;7866985
2594071;;Consulta;Modificaciones datos del producto;Gerencia Clientes;Editor de objetos personalizados;Modificaciones;170526-000121;26/05/17;;;;;'2017-05-26 09:42:32';Atendido;Llamada entrante;APR1 - AUTOMOTORES;;BUENOS AIRES;SAN NICOLAS;APR1-00-006856/6856-13-006933;;PR-7933 - HSBC BANK ARGENTINA S.A.;2594071;7854281
2672420;;Pedido;Denuncia de Tercero;Fleet Services;Editor de objetos personalizados;Siniestros;170526-000094;26/05/17;;;;;;Ingresado;Llamada entrante;AUT1 - AUTOMOTORES;;BUENOS AIRES;ESCOBAR;AUT1-01-021508/1508-17-000001;;PR-7613 - MARCA 5 ASESORES EN SEGUROS SA ;2672420;7854344
1420622;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170526-000125;26/05/17;;;;;'2017-05-26 09:43:41';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-01-943998;;PR-7907 - QBE SEGUROS LA BUENO S AIRES ;1420622;7854341
5440118;;Consulta;Venta;Emisión Masivos;Editor de objetos personalizados;Bajas;170526-000126;26/05/17;;;;;'2017-05-26 09:44:53';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;CHUBUT;COMODORO RIVADAVIA;HOM1-00-248484/8484-05-302368;;PR-7916 - HSBC BANK ARGENTINA S.A.;5440118;7866744
5974634;;Pedido;Riesgos Varios Casa Central;Riesgos Varios Casa Central;Editor de objetos personalizados;Siniestros;170525-000037;25/05/17;;;;;'2017-05-26 09:45:03';Resuelto;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;BUENOS AIRES;MATHEU;HOM1-00-248484/8484-05-302624;;PR-7916 - HSBC BANK ARGENTINA S.A.;5974634;7866805
5914793;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170526-000118;26/05/17;;;;;'2017-05-26 09:45:12';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-01-933924;;PR-8161 - HSBC BANK ARGENTINA S.A.;5914793;7868953
314898;;Consulta;Denuncia daños materiales;Daños Materiales Autos;Editor de contactos;Siniestros;170526-000127;26/05/17;;;;;'2017-05-26 09:45:26';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;MENDOZA;CIUDAD;;;;314898;7379825
102467769;;Pedido;Riesgos Varios Casa Central;Responsabilidad Civil;Editor de objetos personalizados;Siniestros;170515-000610;15/05/17;;;;'2017-05-24 12:01:55';;Derivado;Llamada entrante;CON1 - INTEGRAL CONSORCIO;;BUENOS AIRES;MAR DEL PLATA;CON1-00-206391/0000-00-000000;;PR-1183 - MARTINEZ TELLADO  MARIANA SOLEDAD;102467769;7866985
1730027;;Pedido;Daños materiales Casa Central;Daños Materiales Autos;Editor de objetos personalizados;Siniestros;170523-000111;23/05/17;;;Carla Parisi;'2017-05-26 09:46:22';;Pendiente;Llamada entrante;AUT1 - AUTOMOTORES;Daños Materiales Autos;MENDOZA;MENDOZA;AUT1-00-983544/3544-16-000001;;PR-1204 - INDUSTRIAL ASESORES DE SEGUROS SA ;1730027;7854352
22067;;Pedido;Modificaciones datos del producto;Gerencia Clientes;Editor de objetos personalizados;Modificaciones;170511-000114;11/05/17;;;;'2017-05-26 09:46:23';;Derivado;Tarea Proactiva sin contacto;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-020780;;PR-8161 - HSBC BANK ARGENTINA SA ;22067;7854346
3236817;;Pedido;Cambio de campaña;Canales Alternativos;Editor de objetos personalizados;Bonificación;170522-000145;22/05/17;;;;'2017-05-26 09:46:23';;Derivado;Llamada entrante;AUS1 - AUTOMOTORES;;TUCUMAN;YERBA BUENA;AUS1-00-000001/0000-02-048105;;PR-9266 - QBE SEGUROS LA BUENO S AIRES;3236817;7868941
5934445;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170526-000130;26/05/17;;;;;'2017-05-26 09:47:55';Atendido;Llamada entrante;PRI1 - PROTECCION INTEGRAL GENERAL;;BUENOS AIRES;AYACUCHO;PRI1-00-080787/0787-16-003576;;PR-7916 - HSBC BANK ARGENTINA S.A.;5934445;7886716
5734916;;Consulta;Venta;Emisión Masivos;Editor de objetos personalizados;Bajas;170526-000134;26/05/17;;;;;'2017-05-26 09:48:36';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;BUENOS AIRES;BELLA VISTA;HOM1-00-248484/8484-05-288416;;PR-7916 - HSBC BANK ARGENTINA S.A.;5734916;7379825
104052928;;Pedido;Daños materiales Mar del Plata;Oficina Mar del Plata;Editor de objetos personalizados;Siniestros;170526-000140;26/05/17;;;;;;Ingresado;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;MAR DE AJO;AUS1-00-000001/0000-02-038822;;PR-8161 - HSBC BANK ARGENTINA S.A.;104052928;7868943
5933263;;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170526-000135;26/05/17;;;;;'2017-05-26 09:48:49';Atendido;Llamada entrante;APL1 - AUTOMOTORES PLANES;;CORDOBA;VILLA CARLOS PAZ;APL1-00-006880/6880-16-000740;;P1-0258 - PCA ASESORES DE SEGU ROS S.A.;5933263;7866740
101889073;;Pedido;Venta trailer;Emisión Cartera Gral.;Editor de objetos personalizados;Otros;170524-000657;24/05/17;;;;;'2017-05-26 09:49:37';Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;BAHIA BLANCA;AUS1-00-000001/0000-02-032998;;PR-2000 - HSBC BANK ARGENTINA S.A.;101889073;7868941
1924601;;Consulta;Venta;Emisión Masivos;Editor de objetos personalizados;Bajas;170526-000144;26/05/17;;;;;'2017-05-26 09:50:30';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-02-022546;;PR-8104 - HSBC BANK ARGENTINA S.A.;1924601;7868943
2624759;;Pedido;Riesgos Varios Cordoba;Oficina Cordoba;Editor de objetos personalizados;Siniestros;170523-001367;23/05/17;;;;;;Ingresado;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;TUCUMAN;MONTEROS;HOM1-00-273762/3762-08-082016;;PR-8161 - HSBC BANK ARGENTINA S.A.;2624759;7866748
1596895;;Consulta;Facturación;Emisión Masivos;Editor de objetos personalizados;Facturación;170526-000138;26/05/17;;;;;'2017-05-26 09:52:09';Atendido;Llamada Saliente;AUS1 - AUTOMOTORES;;MENDOZA;MENDOZA;AUS1-00-000001/0000-01-989792;;PR-8161 - HSBC BANK ARGENTINA S.A.;1596895;7854277
1109652;;Consulta;Certificado de cobertura;Mailing;Editor de objetos personalizados;Documentación;170526-000133;26/05/17;26/05/17;0.000000;;;'2017-05-26 09:52:20';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;CAPITAL FEDERAL;CAPITAL FEDERAL;HOM1-00-218131/0000-00-132516;;PR-6382 - QBE SEGUROS LA BUENO S AIRES;1109652;7866794
102348816;;Pedido;Riesgos Varios Cordoba;Oficina Cordoba;Editor de objetos personalizados;Siniestros;170526-000145;26/05/17;;;;;;Ingresado;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;CORDOBA;GRAL.PAZ;HOM1-00-221284/0000-00-051106;;PR-2000 - HSBC BANK ARGENTINA S.A.;102348816;7866985
102604287;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170526-000147;26/05/17;;;;;'2017-05-26 09:52:24';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;BUENOS AIRES;OLIVOS;HOM1-00-248484/8484-05-299187;;PR-7916 - HSBC BANK ARGENTINA S.A.;102604287;7866744
4363954;;Pedido;No califica;Gerencia Venta Directa;Editor de objetos personalizados;Bajas;170508-000162;08/05/17;;;;;;Derivado;Llamada entrante;ATD1 - ROBO/USUAR.T.DEB-CRE;;BUENOS AIRES;MARTINEZ;ATD1-00-175537/5537-10-158070;;PR-7916 - HSBC BANK ARGENTINA S.A.;4363954;7868944
3694428;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170526-000150;26/05/17;;;;;'2017-05-26 09:54:04';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CAPITAL FEDERAL;AUS1-00-000001/0000-01-996984;;PR-7907 - QBE SEGUROS LA BUENO S AIRES;3694428;7866741
5489115;;Consulta;Venta;Emisión Masivos;Editor de objetos personalizados;Bajas;170526-000149;26/05/17;;;;;'2017-05-26 09:54:04';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;TIERRA DEL FUEGO;TOLHUIN;AUS1-00-000001/0000-02-012000;;PR-5508 - HECTOR MARTINEZ SOSA  Y CIA. S.A.;5489115;7866748
5805761;;Consulta;Facturación;Emisión Masivos;Editor de objetos personalizados;Facturación;170526-000156;26/05/17;;;;;'2017-05-26 09:55:27';Atendido;Llamada entrante;APR1 - AUTOMOTORES;;BUENOS AIRES;PILAR;APR1-00-006863/6863-13-005027;;PR-7933 - HSBC BANK ARGENTINA S.A.;5805761;7854352
5940865;;Consulta;Ocupado;Telecobranzas;Editor de objetos personalizados;Telecobranzas;170526-000157;26/05/17;;;;;'2017-05-26 09:55:49';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CAPITAL FEDERAL;AUS1-00-000001/0000-01-987523;;PR-8792 - SILVA NARVAEZ  JUAN CARLOS;5940865;7866794
102568540;;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170526-000159;26/05/17;;;;;'2017-05-26 09:56:14';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;TIERRA DEL FUEGO;USHUAIA;HOM1-00-248484/8484-05-302938;;PR-7916 - HSBC BANK ARGENTINA S.A.;102568540;7854342
102464392;;Pedido;Contacto del tercero;Fleet Services;Editor de objetos personalizados;Siniestros;170526-000155;26/05/17;;;;;;Ingresado;Llamada entrante;AUT1 - AUTOMOTORES;;MENDOZA;MENDOZA;AUT1-01-013687/3687-16-000006;;PR-4674 - MARSH SA  ;102464392;7868943
103733789;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170526-000161;26/05/17;;;;;'2017-05-26 09:58:03';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;BUENOS AIRES;BOSQUES;HOM1-00-273762/3762-08-075051;;P1-0413 - QBE SEGUROS LA BUENO S AIRES;103733789;7886716
3624194;;Consulta;No contesta;Telecobranzas;Editor de objetos personalizados;Telecobranzas;170526-000164;26/05/17;;;;;'2017-05-26 10:00:09';Atendido;Llamada Saliente;HOM1 - SEGURO DEL HOGAR;;CATAMARCA;HUALFIN;HOM1-00-248484/8484-05-303584;;PR-7916 - HSBC BANK ARGENTINA S.A.;3624194;7866794
292044;;Pedido;Daños materiales Casa Central;Daños Materiales Autos;Editor de objetos personalizados;Siniestros;170523-000168;23/05/17;;;Andrea Ojeda;'2017-05-26 10:01:38';;Pendiente;Llamada entrante;AUT1 - AUTOMOTORES;Daños Materiales Autos;BUENOS AIRES;CAPITAL FEDERAL;AUT1-00-985264/5264-16-000027;;PR-1670 - AON RISK SERVICES AR GENTINA SA ;292044;7868953
101979504;;Pedido;Riesgos Varios Cordoba;Oficina Cordoba;Editor de objetos personalizados;Siniestros;170518-000125;18/05/17;;;;'2017-05-26 10:01:39';;Ingresado;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;CORDOBA;BARRIO URCA;HOM1-00-234371/0000-00-000240;;PR-7976 - QBE SEGUROS LA BUENO S AIRES;101979504;7379825
5890535;;Reclamo;Contacto del tercero;Fleet Services;Editor de objetos personalizados;Siniestros;170523-000190;23/05/17;;;;'2017-05-26 10:01:40';;Ingresado;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;FLORIDA;AUS1-00-000001/0000-02-013738;;PR-7907 - QBE SEGUROS LA BUENO S AIRES ;5890535;7854342
5964133;;Pedido;Daños materiales Cordoba;Oficina Cordoba;Editor de objetos personalizados;Siniestros;170522-000169;22/05/17;;;;'2017-05-26 10:01:41';;Ingresado;Llamada entrante;AUS1 - AUTOMOTORES;;CORDOBA;5000 - CORDOBA;AUS1-00-000001/0000-02-017965;;PR-4725 - OLAS S.R.L.;5964133;7379825
4450818;;Pedido;Riesgos Varios Rosario;Oficina Rosario;Editor de objetos personalizados;Siniestros;170523-000200;23/05/17;;;;'2017-05-26 10:01:43';;Ingresado;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;SANTA FE;VILLA GOBERNADOR GALVEZ;HOM1-00-248484/8484-05-301707;;PR-7916 - HSBC BANK ARGENTINA S.A.;4450818;7854344
1351601;;Pedido;Reintegro - Automático;Cobranzas Automatico;Editor de objetos personalizados;Facturación;170524-000882;24/05/17;;;;;'2017-05-26 10:02:20';Resuelto;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CIUDAD AUTONOMA BUENOS AIRES;AUS1-00-000001/0000-01-946772;;PR-3834 - QBE SEGUROS LA BUENO S AIRES;1351601;7866747
5828784;;Consulta;Condiciones de póliza;Cac;Editor de objetos personalizados;Otros;170526-000174;26/05/17;;;;;'2017-05-26 10:04:01';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;CORDOBA;BARRIO PUYRREDON ( CORDOBA);HOM1-00-218131/0000-00-144549;;PR-6382 - QBE SEGUROS LA BUENO S AIRES;5828784;7866741
104156389;;Reclamo;QBE Seguros;Gerencia Clientes;Editor de objetos personalizados;Mala Atención;170526-000162;26/05/17;;;;;;Ingresado;Llamada entrante;APL1 - AUTOMOTORES PLANES;;BUENOS AIRES;JAUREGUI;APL1-00-002980/0000-00-018271;;PR-8659 - MIDDLE SEA ASESORES DE SEGUROS S.A.;104156389;7866740
5980552;;Consulta;Post - Denuncia;Cac;Editor de objetos personalizados;Siniestros;170526-000166;26/05/17;;;;;'2017-05-26 10:05:06';Atendido;Llamada entrante;AUS1 - AUTOMOTORES;;BUENOS AIRES;CAPITAL FEDERAL;AUS1-00-000001/0000-02-039030;;PR-9266 - QBE SEGUROS LA BUENO S AIRES;5980552;7854281
3351714;;Consulta;Facturación;Emisión Masivos;Editor de objetos personalizados;Facturación;170526-000177;26/05/17;;;;;'2017-05-26 10:05:16';Atendido;Llamada entrante;HOM1 - SEGURO DEL HOGAR;;BUENOS AIRES;QUILMES;HOM1-00-218131/0000-00-145719;;PR-6382 - QBE SEGUROS LA BUENO S AIRES;3351714;7854343
2510797;;Pedido;Alta de póliza con inspección;Gerencia Productores;Editor de objetos personalizados;Inspecciones;170518-000612;18/05/17;;;;;;Derivado;Canal productor;HOC1 - SEGURO DEL HOGAR;;CAPITAL FEDERAL;CAP FED;HOC1-50-182956/0000-00-000000;;PR-2065 - BORCOSQUE  JULIETA LUCRECIA;2510797;7869233
266330;;Pedido;Denuncia de Tercero;Fleet Services;Editor de objetos personalizados;Siniestros;170526-000165;26/05/17;;;;;;Ingresado;Llamada entrante;AUS1 - AUTOMOTORES;;CAPITAL FEDERAL;CAPITAL FEDERAL;AUS1-00-000001/0000-01-973462;;PR-9178 - JAKUBOWICZ  NORBERTO GUILLERMO;266330;7886716
